UniqueCount	AmbigCount
0	2
0	2
0	2
0	1
0	1
11	0
0	0
0	0
0	0
0	0
34	205
2241	209
0	10
0	0
0	0
2	2
0	0
0	0
33	24
0	0
0	0
0	0
12	8
0	0
0	0
0	0
9	316
36	313
3	621
5	645
6	680
1	540
9	18
1	33
28	39
0	276
6	20
10	1648
40	15122
3	1
0	3023
1	527
29	106
0	14389
0	14818
0	2162
0	1890
84	2941
0	218
8	14782
1	21
1	384
60	13718
0	4111
3	1
39	1520
4481	4277
0	270
3	3046
1	2404
0	3086
6	288
1	1710
6139	4316
119	4319
16	4142
6	3047
1	2688
9	1768
26	1774
24	0
65	23
6	20
72	437
41	31
68	427
0	5
8	1
0	72
5	49
1594	1884
0	75
40	1799
5	569
2	15
0	15
1	0
431	0
9	5215
0	4882
1	4880
32	4882
1	4661
15	4660
0	5313
0	5314
0	2645
0	7
0	5
2	14
0	0
0	0
11	16
0	0
0	0
23	138
0	324
1	0
0	0
0	49
0	6
0	3
0	118
0	249
0	77
0	4
5	242
1	23
0	62
0	142
0	115
18	132
0	0
7	4
0	2258
677	2829
1	2082
2	2069
0	1881
1	1903
2	1589
44	1364
0	723
0	1098
0	872
0	668
0	1163
60	1234
86	79
9	646
1	527
0	450
66	556
0	154
13	6172
44	6518
3	6518
1	6529
11	6595
0	6600
39	3380
4	4696
2	5305
35	5385
38	5385
23	3930
0	0
884	223
2	70
3	29
1	14
0	26
0	0
2	0
0	7
0	7
0	3
0	0
4	149
9	137
9	451
0	115
72	283
38	149
0	169
0	85
0	3040
88	3102
0	465
13	340
3	347
1	161
832	125
0	125
143	416
20	2
15	347
25	1272
0	205
5	199
12	194
4	45
28	1716
0	781
62	2511
4	1428
0	225
17	371
3	336
0	82
8	261
5	192
0	125
10	27
0	0
0	19
0	0
0	0
0	17
8	0
5647	4269
0	196
0	139
6	308
11	131
2	151
0	149
2	119
2	42
0	44
0	40
0	72
0	7
139	4197
0	2703
0	493
2	0
0	0
0	0
0	0
0	0
0	0
1	0
148	9
40	0
22	0
2831	464
90	470
6	110
42	0
29	612
0	4821
17	4767
0	4812
18	4642
30	86
53	40
16	67
3	196
38	44
0	617
1	3
0	2
31	38
0	9
0	0
0	0
0	0
0	4473
43	846
282	6646
36	6443
6	4094
3	2345
7	6223
3	5135
1	1939
14	3348
1	0
34	9
22	30
25	12
0	59
1362	669
81	568
6	397
8	227
16	8
0	3
0	0
0	0
0	0
0	0
4	2
0	0
26	1050
0	1050
0	781
1	241
1	0
22	10334
58	10065
1	336
1	2484
37	5239
50	5028
0	309
9	173
3	407
11	36
5	31
11	19
2	171
5	426
2	25
1	37
2	14
6	23
5	0
0	0
1	0
0	0
0	1
2	0
0	0
0	0
1	0
0	0
193	24764
144	20955
1	5247
14	2203
100	2164
138	534
0	0
9	12
1	1
0	0
3	4
0	0
1	0
0	0
0	0
17	16
0	0
0	0
0	0
0	3
0	0
385	194
5	29
65	82
0	81
1	81
1	83
0	81
0	70
0	53
0	23
0	0
76	47
0	0
0	0
143	8
3	3
1	3
0	0
4	6
0	6
0	3
15	0
733	770
2	712
2	380
322	250
0	144
0	250
0	200
40	0
52	37
0	37
0	24
0	0
0	0
649	266
4	2
631	223
7	403
2	347
1	1
2	25
0	718
0	739
15	742
3	0
0	352
0	375
1	7
6	18
4	0
0	0
12	1
296	44133
142	23027
58	39896
575	44133
2	1052
0	0
7	56
0	0
1894	776
44	737
2	384
1	305
1	52
4	134
350	627
0	611
35	427
0	52
6	2
7	78
117	218
0	163
14	21
3	14
2	0
2	0
0	0
0	26
4	118
50	112
174	3000
3	186
989	2859
2	29
3	392
1	324
9	259
20	136
41	593
2	65
2	0
2	0
2	0
214	2920
0	12936
1627	27189
9	2833
0	23668
13	23415
7	23337
8	2
0	140
1	873
1	872
12	4630
2	363
3	1
0	22
0	14
0	42
44	17
129	56
15	34
68	294
0	292
0	204
2	692
4	5
6	281
720	2044
0	652
1	460
1	629
7	104
6	832
2	136
0	2
13	137
2	81
4	70
0	202
0	78
25	92
0	13
43	122
0	68
3	50
118	108
1389	375
3	136
60	283
0	42
4	23
984	224
6	224
0	2
1	0
41	67
0	2
3	5
1	62
0	3
4	50
5	14
0	4
1	0
28	36
0	0
7	50
0	64
0	67
0	4
1	54
1	0
0	861
374	7276
0	4463
0	1457
0	1696
3	2226
0	659
2	1059
2	1213
0	1031
1	3495
0	2244
0	546
0	1525
0	1452
0	990
1	1661
6	238
0	768
0	590
0	595
0	475
0	202
0	41
0	524
0	1449
0	1000
0	274
5	146
1	541
0	393
0	2064
0	353
0	234
7	235
1	524
425	0
0	0
3	7
0	0
100	452
0	445
7	417
560	989
3	138
5	129
0	545
3	202
2	2046
81	2238
275	1038
3	88
2	293
2	292
0	62
1	100
50	19
38	105
4	162
33	92
4	9
4	7
17	2461
1490	2676
5	460
9	399
14	286
99	215
3	43
0	0
1	0
0	0
66	28
0	28
0	0
0	0
446	98
2	66
8	39
68	26
1	1
0	0
0	0
5	0
287	127
0	127
22	9
197	25
75	5312
724	5449
29	1219
17	902
5	247
15	11
26	5480
0	1250
0	6400
91	2166
1	6430
6	1976
0	5646
15	1191
8	915
116	246
3	93
6	187
6	738
0	734
0	488
0	454
0	495
2	279
17	340
19	310
18	94
216	82
3	199
0	114
0	112
11	6
0	132
3	244
0	188
0	280
0	95
0	169
0	94
0	125
0	51
11	41
0	37
1	49
0	37
3	27
0	14
0	113
0	54
0	48
5	1798
0	1681
0	1778
1	1387
0	508
0	433
2	491
0	381
0	368
8	269
0	87
0	86
0	113
0	92
17	43
0	33
1	82
0	18
12	0
0	4537
1	4654
10	147
4	1530
2	349
0	346
0	440
31	148
17	60
19	17
0	0
0	2
8	39
0	27
8	22
0	0
8	0
0	1
2	0
0	0
392	1179
0	1167
46	980
0	400
13	176
6	260
5	297
548	1340
6	106
3	265
1	89
16	736
24	7770
7	78
36	7942
0	56
6	229
29	178
0	0
0	225
151	531
29	432
0	415
9	58
22	222
2	182
0	0
0	0
0	0
0	16
1	16
0	7
0	12
0	11
0	0
0	0
0	0
0	37
0	644
0	626
0	13
0	0
0	0
0	0
2	6500
0	6484
0	5
1	14
32	5006
9	1528
4	484
2	96
0	3849
3	5
1	93
1	93
0	2525
0	28
0	7
1	0
489	153
6	34
4	135
2	16
0	0
1	0
5	0
0	0
0	0
0	0
0	0
15	12
2	0
0	1
0	0
0	1
0	1
0	0
0	0
0	0
0	3
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	0
1	1
0	0
0	0
0	0
0	0
0	1
0	0
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	1
0	1
225	0
7	0
0	0
3	612
0	612
0	630
0	603
0	27
0	154
0	93
0	289
0	238
0	94
0	184
2	100
0	0
0	0
0	0
0	25
20	2294
0	3166
119	5032
1	124
0	30
0	17
2	3105
1	3014
6	7
0	275
8	76
2	203
4	9
1	73
14	3796
316	2334
0	3804
0	1335
74	5099
0	594
3	5105
2	1283
0	0
0	0
0	0
2	0
482	2118
11	1298
13	368
10	353
0	107
9	338
1	308
0	358
0	0
0	0
0	0
7	0
0	55
1	2
0	44
0	0
2	7
0	5
0	0
0	0
0	0
1	1
0	0
2	28
9	29
1	29
0	45
0	1
1	3
0	34
1	18
0	6
0	2
2	1
5	6
0	0
29	57
4179	966
3	966
2	4
9	34
0	1
0	4
9	4
1	8
5	1
0	10
1	15
14	6
0	2
106	561
0	587
4	440
0	517
0	101
0	293
0	213
1	198
0	135
1	93
2	24
6	358
0	1545
0	1593
0	1579
4	383
3	217
0	61
1	32
7	61
0	137
0	0
1	0
88	22
16	21
3	29
0	0
0	0
1546	491
1	47
3	10
0	265
2	9
8	1
0	335
2	0
307	9477
137	9477
4	606
18	2282
9	4
5	4
14	27
310	63
7	26
10	16
0	3
0	0
0	0
1	9
0	11
0	1
0	4
0	223
0	7
0	14
1	223
0	5
0	4
1	13
1	53
0	82
0	9
0	19
0	20
60	580
1	2
321	10
5839	603
0	157
0	254
0	168
20	331
2	0
5	206
0	232
0	1172
3	999
0	1076
2	209
16	5
1	110
1	51
13	62
3	24
8	265
0	165
6	56
0	216
1	118
1	0
0	0
0	0
0	0
245	58
1	40
1	294
15	293
2	312
2	283
0	38
3	72
0	46
21	284
1	5
20	258
0	2
0	200
0	279
0	70
112	34
2	78
15	157
11	129
0	12
950	491
10	491
168	58
0	6
0	33
2	19
1	0
1	0
0	0
0	33
4	33
0	13
0	6
1	5
0	7
4	1
11	2
13	2
165	3
15	3
9	7
1182	487
17	364
0	364
13	138
0	6
15	2004
13	364
35	1980
0	144
0	30
3	178
0	355
14	1974
1	228
1	5
0	5
3	371
1	23
0	18
5	12
0	1
15	813
0	116
2	244
50	2
26	727
0	73
0	49
0	568
3	220
65	790
1	127
25	39
231	150
556	489
14	240
1	249
94	30
10	31
16	15
0	106
99	7
1	29
21	21
16	7
0	1
14	0
0	6
856	1582
0	1251
22	996
42	23
13	549
134	397
633	160
1	0
56	1328
8	1635
160	1754
166	1793
123	834
74	748
46	312
0	12
52	22
0	21
0	106
0	1
11	9
2	239
7	5
8	2
1	0
0	1
0	1
1	21
6	152
742	1159
2	825
4	424
0	185
0	48
185	160
2	129
14	98
75	73
7	51
3	204
27	174
4	1
0	2
0	106
12	101
0	99
1	41
11	1
1	0
0	1
16	5
0	1
0	0
85	34
0	12
0	0
8	36
0	3
0	0
20	53
6	48
14	48
38	5
0	106
0	0
0	9
1	9
0	10
0	1
1	2
0	1
2	19
3	7436
49	6117
0	7489
43	3700
0	2548
18	805
71	1086
0	404
0	1665
7	69
4	321
39	1005
1	344
1	344
3	420
253	2281
15	464
2	458
1	1110
0	1242
11	868
0	865
7	344
2319	5238
0	3506
71	3556
1	1583
0	0
0	0
0	0
2	13
0	0
1	13
0	0
0	0
1	14
17	16
0	0
0	16
0	10
1	0
0	64
961	1147
0	274
4	809
112	4405
123	4100
3	7
12	3819
12	3722
25	3063
16	145
107	148
172	1373
0	0
0	4
0	4
4	0
7	0
506	2755
4	1527
22	2225
55	149
37	1
0	0
0	0
30	0
0	1
0	0
0	4
153	4
0	3
0	0
1	1045
8	1036
6	1843
0	2064
2	916
2	111
2	199
0	0
1	0
2069	479
0	127
16	370
42	365
1424	7353
67	1133
48	3924
77	792
1	535
0	117
0	715
12	95
4	204
18	37
32	567
12	1202
62	2273
2	84
1	23
12	1340
0	3
29	21
394	2884
15	1560
9	2809
2	2254
3	432
3	120
1	62
0	373
2	63
69	123
15	90
1	65
4	54
956	127
40	30
2	83
59	19
0	28
0	27
9	14
58	6
84	0
203	894
1	814
1	382
8	197
14	266
2	0
4	481
20	475
0	359
0	392
1	336
118	43
19	4504
11	5402
321	5031
30	3751
0	3191
5	1249
0	718
0	876
33	1039
0	0
0	0
4	0
8	1700
13	110
202	2368
3	11
0	64
8	1039
2	1023
22	682
4	10
0	935
6	3362
0	1204
1	975
0	659
6	0
0	674
0	1063
0	760
0	4468
0	597
0	4474
138	4472
0	677
0	4474
0	429
0	4475
0	1005
0	4476
48	0
2	111
1	65
1	83
1	2
0	18
1	7
0	1
0	2
0	0
0	0
1491	43
0	26
21	0
0	0
3	0
0	8
0	8
0	7
0	8
0	8
0	6
0	1
1	85
0	81
0	4
0	9
0	51
0	0
11	100
2	40
9	18
0	0
0	0
1	0
0	25
7	25
7	9
0	0
0	0
23	0
515	0
0	0
0	0
0	0
0	8
0	9
0	9
14	42
0	0
0	1
1	4
0	4
0	0
40	22
1	13
2	10
1	7
0	3
0	0
0	1
0	1
0	0
17972	5091
135	5088
1124	0
0	0
907	0
18	46
2	46
2950	10117
41	9012
2	8620
0	3
125	6769
3	2619
0	2608
0	2619
16	105
1	275
9	189
0	23
11	496
0	489
1	588
0	622
1	596
1	224
1	194
1	12
0	0
2	1678
10	1503
1	520
5	29
8	91
2	76
37	20
1	0
22	7738
385	7180
1	1025
27	444
3	937
5	1698
102	1421
10	392
236	417
8	416
15	91
0	31
2	123
11	17
4	6036
0	6819
39	6980
16	5970
0	5553
3	499
5	411
2	0
16	1100
0	470
27	238
5	108
0	0
19	16
0	0
0	0
2	0
0	0
5	2
843	1514
4	1492
20	123
0	961
4	835
3	909
3	602
0	102
1	159
1	104
0	75
2	43
0	39
2	0
11	0
0	0
0	0
0	2
0	6
16	6
0	368
1	0
1	183
4	14
7	464
89	26
7	38
0	391
2	66
0	406
4	206
0	8
0	182
0	80
0	30
0	1
24	872
0	94
1	779
0	720
0	658
0	173
2	514
2	0
61	9209
0	9444
9	9272
0	8750
0	9634
741	9409
179	9047
6	6320
18	1316
3	733
0	242
5	74
20	56
4	2586
0	2957
252	1515
24	189
16	2203
44	298
0	27
40	189
0	218
1	174
206	900
6	174
0	133
0	167
1	27
2	0
4	160
0	2
3	25
12	311
458	499
0	17
5	76
5	65
1	2
0	24
1	8
0	8
0	6
0	1
0	12
1	7
0	12
1	9
0	0
0	0
0	0
18	10
0	0
0	0
0	15
0	0
0	0
0	0
0	0
0	15
0	0
0	1
0	2
2	257
0	218
0	282
1	277
0	91
0	66
0	132
39	257
2	7
11	254
24	90
31	80
0	18
3	5565
107	5574
1456	2249
16	1604
1	1479
2	9
1	0
5	0
64	3
0	2
1	2
0	0
0	7
6	5
0	1579
1	1523
0	142
0	1591
4	0
15	38
52	38
0	0
117	882
1	531
3	882
149	1393
14	1394
12	1211
0	524
23	1832
5	1010
0	1832
0	94
0	305
235	342
9	360
5	286
0	57
2	3
0	0
0	0
0	0
0	0
0	0
5	0
0	1
1	1
150	2299
139	2299
0	76
3	312
21	728
315	500
1	58
0	0
2	0
2	4241
12	4241
2	1129
6	285
7	51
1	0
0	0
2	0
51	37
0	1
413	15
0	13
12	10
10	23
0	547
902	4855
0	4862
0	2917
25	5034
0	5044
0	3107
0	2705
0	1064
9	560
0	1021
0	101
199	1250
46	1250
9	48
23	143
231	133
5	28
2	80
2	45
0	0
37	11
114	53
8	8
0	45
1	29
0	29
0	4
0	0
0	669
0	1004
0	516
0	178
5	596
0	571
3	99
0	104
10	51
3	102
0	47
8	9
8	10
0	0
3	0
188	591
8	356
58	235
23	19
1	2
0	1
0	0
414	8177
6	387
4	8098
44	3515
9	6777
8	1818
0	1818
0	897
6	43
25	314
8	3
827	5018
30	318
8	4801
213	850
0	194
8	223
2	378
0	375
8	317
3	266
4	85
5	665
0	344
1	460
2	475
1	452
2	142
4	424
10	16
1	211
1	239
0	102
1	147
0	144
0	140
3	18
23	51
0	66
0	14
12	574
34	508
3	537
0	389
17	157
2	46
27	149
4	16
4	8
499	0
12	42
0	1
0	0
0	0
0	3
0	124
2615	775
11	761
0	36
456	1077
0	999
6	1024
3	550
6	221
21	537
4	343
741	729
1	765
269	562
0	300
21	209
3	104
3	40
11	172
4	29
0	0
3	0
0	13
7	16
0	4
49	19
0	3
16	0
241	103
5	74
0	72
0	43
4	29
17	12
1	0
0	60
4	32
0	1
1	60
0	2
1	32
0	34
0	4
0	3
0	1087
5	1134
36	1072
83	1163
15	158
1	121
1	78
0	10
0	19
6	16
1	2
0	0
2	2532
8866	2378
5	457
11	1226
7	1954
2	341
41	221
0	905
4	998
11	908
0	917
1703	1654
1	189
0	996
2	127
0	133
2	39
0	89
0	622
0	84
0	84
1	0
0	0
0	0
0	196
11	142
9	4655
7	356
0	498
1	208
627	689
2	3534
4	392
0	3018
1	4113
9	2014
0	443
0	341
22	265
31	430
0	596
32	183
4	192
3	18
9	123
20	244
0	0
4528	4944
1	563
1	4944
2	191
0	0
0	64
1	64
0	27
0	6
0	0
0	0
0	0
2	0
0	0
0	2
0	2
1	0
0	22
481	791
9	735
11	55
13	44
57	41
16	0
9	2082
0	931
16	3435
0	1130
0	731
9	2684
96	2529
0	1915
1	288
0	301
4	228
0	1731
0	339
11	306
0	234
4	226
38	14
46	18
10	31
3	26
98	69
75	14
18	0
23	9
5	13
0	123
0	123
0	21
4	8
0	25
0	24
0	28
0	26
0	30
5	36
23	34
1496	1870
15	987
2	1123
24	1328
40	552
1	7
0	41
0	18
9	41
0	13
0	19
1	32
0	26
0	25
0	8
0	3
0	36
2	1690
332	1807
3	128
115	2628
13	7
263	2542
7	58
13	240
5	630
2	699
43	0
3	2470
4	2837
0	2204
50	227
3	2010
54	78
11	725
44	976
10	2
0	3119
32	3201
0	3254
0	2466
9	444
2	109
0	73
0	29
3	29
53	70
0	532
0	2851
3	292
4	361
4	2557
0	415
1	853
79	89
0	1008
2	609
0	563
0	1497
7	2569
0	65
0	332
3	2775
1	636
2	607
12	413
14	2756
241	2483
2	367
48	2307
0	84
2	161
0	6
29	45
0	53
374	60
0	0
74	42
11	9327
3	25865
14	24381
237	20639
5	22739
10	18821
6	5944
37	3790
6	0
1	0
0	0
107	197
0	195
1	17
0	13
0	5
0	17
1	27
0	0
0	0
0	0
3	160
1405	336
18	118
26	111
70	38
0	7
0	1
0	0
3	1
0	3
1	930
0	74
13	920
4	462
80	227
1	0
0	0
6	90
0	47
0	56
2	12
1	12
95	188
0	165
5	197
0	40
0	27
0	19
3	189
2	59
0	187
3	190
1	10
2	20
0	18
0	31
10	3
7	16
0	0
0	0
0	0
3	3
0	0
0	1
47	22
19	10
26	900
0	816
0	968
0	478
0	5
0	760
0	642
2	6
28	61
5	0
1016	1615
21	1472
31	711
0	793
9	640
0	810
0	715
7	710
0	696
0	716
0	698
1	664
1	207
3	159
0	127
10	120
0	86
0	35
42	3
0	1
0	3
0	3
0	4
1	2
0	0
0	0
0	0
0	0
0	0
0	1
0	0
0	0
0	0
0	3
0	3
0	3
0	2
0	2
0	0
0	0
0	2
0	6
6	29
0	19
3	1899
5	283
0	5
1	120
9	493
0	697
0	429
8	274
36	69
24	1830
0	196
0	148
1	157
0	82
3	107
3	105
0	172
0	233
0	152
37	71
14	124
0	162
0	214
0	1428
3	155
1	3
15	0
54	72
12	926
29	1713
6	553
13	1873
0	4036
5	1821
177	4311
91	1949
64	675
0	0
0	20
0	39
0	1176
0	74
1	1113
0	850
0	74
2	1133
2	67
2	568
3	1087
3	32
0	768
7	8
2	62
4	18
5	0
0	77
4	37
0	143
0	0
7	3
0	1
0	0
0	0
0	0
0	0
5	1
0	3631
1	212
22	4637
0	2979
1	62
1	3173
1	1402
0	4494
1	277
9	21
0	133
30	48
0	381
0	1968
1	343
5	1712
45	1713
6	21
1	136
13	441
0	48
10	443
3	79
5	0
651	582
0	356
0	185
52	358
20	21
182	12
0	7
1065	439
0	263
3	200
0	174
0	0
2	72
433	146
3	77
1	1293
3948	1408
0	1290
35	111
0	0
4	61
0	61
0	4
0	0
1	0
1562	295
41	295
61	0
28	1501
233	2130
4	286
5	396
9	630
0	98
0	1
0	6
0	114
0	0
1	0
3	4408
9	4163
5	3022
84	3765
0	336
0	0
41	1
0	1853
0	1855
5	1698
0	1843
0	115
0	453
0	438
1	818
2	439
44	1541
38	1381
3	4
10	4
2	391
0	465
0	501
25	514
8	22
49	477
187	371
0	131
1	136
3	212
62	161
2	73
0	628
4	1102
12	1110
5	209
1	1010
4	64
20	29
2	19
0	19
0	4
0	3
1	1
0	1
0	0
1	0
224	0
3218	479
0	460
2	2
11	0
21	3689
193	3689
8	66
1	52
2	68
9	242
0	239
1	237
0	182
0	65
2	18
0	15
0	12
3	0
378	1402
7	1404
45	1391
17	1
1	1
0	1
0	6
0	1
1	5
0	0
0	0
0	0
282	395
0	230
2	114
0	104
0	380
0	115
6	24
0	0
0	0
4290	724
3	656
4	538
16	6
7	72
0	0
14	0
0	0
56	1510
2	1190
0	1521
0	680
0	116
3	0
1	376
1	334
19	264
1	14
1	47
0	35
22	386
0	40
0	21
0	320
71	262
625	1177
1	333
3	1130
3	947
0	391
2	165
2	152
0	61
1	113
0	8
0	113
0	0
422	14
1	14
5	1172
1	1145
0	1156
0	306
5	187
1	86
9	166
3	42
0	0
3	0
0	888
0	0
0	5
0	0
0	174
