UniqueCount	AmbigCount
0	0
12	16
0	14
0	3
0	3
0	3
0	0
0	0
0	0
0	19
3	39
6	30
0	29
1	11
4	11
0	9
7	5223
5	3965
0	4451
593	3152
35	2332
4	2342
4	897
1032	0
0	4
5	2
0	6
1	4
5	3
100	14
5	1227
0	1238
4	1323
6	834
0	803
0	967
4	823
78	221
0	789
2	742
0	180
0	264
0	320
0	164
5	163
6	32
0	36
17	83
32	86
25	10
38	6
185	6
10	766
1	590
96	692
9	682
13	31
15	686
4	13
2	229
14	10562
1392	10962
155	5933
0	5907
69	122
20	476
61	1513
61	262
223	2551
99	1187
617	1269
0	643
361	18
1	0
9	312
5	70
3	6
0	130
51	218
30	3400
0	4785
0	4728
0	3528
0	2872
0	4803
0	1006
4	3914
1	3524
717	3293
61	2545
15	3184
0	4757
0	3522
1	3156
0	3968
0	4272
0	1192
2	613
16	458
0	3152
0	587
0	1237
0	1498
7	1143
1	1126
1	1958
0	341
87	430
0	1790
11	746
0	846
2	1383
0	1221
0	1231
3	292
109	100
0	779
5	1520
1	1253
55	959
0	826
8	879
1	392
2	288
0	343
6	521
0	63
1	109
25	65
0	0
396	0
6	159
473	306
12	150
52	0
0	3957
1	4040
0	2532
32	1062
0	1071
4	547
8	212
21	212
0	0
0	776
23	824
0	785
10	607
81	769
0	225
0	170
24	110
0	2
0	0
0	2842
15	2839
0	2832
1	2827
16	53
3	6
5	0
480	4942
13	5105
141	3429
21	5552
29	10332
8	6573
6	4213
3	7256
0	8098
0	3387
2	3838
6	1163
7	1275
33	1102
13	1523
0	2454
139	251
0	577
22	87
13	353
1	338
4	1169
12	1286
0	77
0	53
0	1219
31	1280
0	523
546	2358
13	1381
105	1912
111	165
87	949
9	425
0	30
459	230
0	1241
14	1244
0	1235
0	358
56	115
33	0
37	0
0	3
2	0
1	3
3	3
3	386
0	2025
208	2385
6	28
243	196
2	15
5	9
0	799
275	821
17	98
133	609
232	400
12	12
0	7
6	939
0	940
0	940
5	940
5	29
16	95
9	164
0	324
0	324
80	47
231	6776
45	5305
3	1548
1413	601
94	42
0	0
918	0
1940	10
5	1270
0	1374
0	962
0	1374
186	1399
0	1340
0	1243
211	207
0	221
0	1375
0	129
0	941
0	205
0	33
0	196
0	1376
0	1170
0	154
0	1255
1	1176
24	133
44	104
0	1214
43	378
5	83
0	68
0	201
0	183
0	314
8	51
0	18
2	18
0	17
0	1
5	7
0	17
0	16
0	15
0	16
0	16
0	12
1	10
603	3937
0	3832
39	3348
0	3625
0	3477
9	3141
1	3129
8	3141
0	587
0	432
89	1440
28	15028
0	14879
134	3910
196	1445
188	72
44	49
0	17
0	2300
4	745
9	1779
0	2081
0	1866
0	2206
0	2023
0	2075
0	2176
0	2071
98	160
1	577
0	211
0	57
1	362
0	77
1	140
7	566
19	373
38	226
43	53
15	27
29	15
584	2493
24	7
812	407
50	8
0	131
127	1571
113	375
4	1495
0	2866
0	2842
11	2604
8	1374
13	47
1	553
0	367
0	249
15	567
2	264
2	217
2	404
14	379
6	229
17	222
23	77
0	0
183	59026
7	53601
140	60289
143	7669
9	14913
34	6202
17	9122
5	5053
1	43
3	685
92	0
13	17
0	17
27	18
0	9
0	55
0	53
0	21
0	21
0	7
0	0
240	408
39	294
2	288
2	58
175	264
0	194
14	102
33	109
16	5
1476	19
79	12702
3	8085
1	8324
1	8541
34	11121
66	9158
6	1969
1	9866
37	9463
55	9062
151	0
153	12329
23	5824
4	2934
109	7723
0	3482
0	4782
0	2512
81	6358
0	0
0	0
52	15888
5	1216
4	8
0	55
2	55
2	54
951	15836
21	1091
122	15543
4	2083
9	3052
5	2359
9	3044
0	2371
8	3407
7	3295
8	2705
7	1591
2	1085
11	2106
52	566
7	13883
25	2863
29	11835
48	8922
17	1179
139	125
599	19
281	19
55	1516
12	1532
12	1836
0	1826
0	469
200	344
0	76
0	195
3	295
29	354
32	195
1	104
0	300
5	5
4	0
1	0
13790	399
20	27
4	349
114	50
53	664
60	652
22	609
0	231
324	286
31	240
39	125
0	126
277	78
0	46
0	36
28	0
600	34
0	32
220	7
0	4809
0	420
1	5663
3	1306
17	28
1	2382
66	1127
537	1920
23	683
8	3046
0	1449
0	1324
1	186
4	75
3	12
0	20
2	67
1	100
74	4760
0	4575
46	4575
17	4768
32	3778
217	1473
5	952
123	0
71	0
29	2229
1	1859
0	1152
7	348
32	186
11	27
17	59
21	184
0	623
12	183
12	7
2	111
53	0
14	0
0	50
0	19
23	69
3	28
17	32
1	41
0	145
2	178
2	186
0	178
0	190
0	468
0	313
25	186
0	191
51	151
121	452
0	411
0	25
0	203
0	0
4	105
5	0
5	0
0	586
0	510
0	3702
1	3538
0	3848
2	3581
0	714
0	3703
0	774
0	89
0	73
0	244
1	3579
7	73
4	3500
0	170
0	195
0	26
0	26
0	1
0	1
1	2
0	1
1	0
0	4
347	29
0	0
66	0
0	0
0	0
0	1
0	1
1	0
164	330
1	181
4	31
4	292
20	386
0	1
0	17
53	51
6	233
0	12
0	319
0	229
347	342
0	208
2	1
0	229
3	81
11	18
0	0
1	0
4	8
16	0
20	121
0	121
2	112
0	26
2	11
0	19
20	74
4	0
5	102
4	121
4	13
1	81
0	3
0	14
5	7
0	0
128	0
1781	11567
0	11566
100	747
58	747
539	118
4	317
0	215
1	133
3	68
1	319
1	215
1	77
0	506
0	469
0	116
0	470
0	473
0	84
0	87
0	100
0	99
0	490
9	70
1	3
0	109
0	51
8	0
3	0
0	172
0	1187
981	1701
10	44
8	1128
38	1033
10	230
0	365
0	169
10	78
0	2
16	63
4	6
0	6
16	9
0	2
0	9
3581	1086
20	1059
10	271
4	1
107	10
1326	1777
7	120
4	381
19	338
12	136
12	144
4	963
17	108
3	202
5	82
7	245
0	13
7	701
0	697
20	669
9	690
1	692
45	694
1	695
0	697
0	66
30	53
9	132
18	1018
19	1050
179	978
0	2
10	23
16	20
0	4
6	4
6	4
1	0
1	0
3	0
106	22
0	0
0	0
148	96
0	0
0	1
0	1
0	1
0	0
0	1
31	2
0	0
0	0
0	0
0	0
12	401
4115	417
0	0
0	0
0	0
0	7
0	0
0	0
78	66
0	0
1	0
0	0
48	16
0	0
0	0
0	0
26	584
50	627
4	1064
21	1151
18	1169
4	912
37	44
3	2
70	20
0	604
19	30
12	2489
40	25406
9	1
0	6020
5	857
46	117
0	24125
0	24880
0	4568
0	4218
152	5894
0	438
15	24831
8	13
3	857
136	22733
1	8626
11	1
54	3012
7006	8353
0	553
9	6011
6	4227
0	6186
25	592
0	3208
10346	7534
192	7534
36	7251
8	5569
1	4908
7	3291
21	3296
48	0
144	20
0	3
118	818
108	36
175	851
0	21
0	1
1	169
23	98
3436	3515
1	133
83	3351
7	1121
9	46
4	40
2	0
636	0
16	9583
9	9350
2	9349
49	9350
1	8411
15	8410
0	9584
0	9594
0	5666
5	22
0	10
8	41
0	0
0	0
10	54
0	0
0	0
9	178
0	346
2	0
0	1
0	105
0	0
0	0
0	65
0	199
0	51
0	0
7	200
1	17
0	38
0	120
0	98
67	107
0	0
13	15
0	2725
1148	3824
0	2638
2	2630
3	2174
0	2217
1	1623
88	1984
0	553
0	1429
0	912
2	399
0	1522
132	1529
137	192
22	1588
1	1101
0	969
155	1239
0	192
46	9057
5	9814
5	9814
0	9822
28	9829
0	9844
34	4649
1	6917
4	7374
28	7391
3	7391
90	5766
0	2
1959	475
5	194
15	89
6	44
0	15
0	0
5	1
2	11
0	11
0	5
0	2
7	353
17	327
18	1020
0	311
172	580
113	295
1	343
2	136
0	5398
187	5499
0	618
14	425
3	590
1	231
1543	205
0	205
294	703
16	0
19	571
52	1534
0	327
8	372
26	396
7	82
65	2535
0	1026
140	4089
3	2697
2	475
32	670
14	656
0	156
23	450
9	311
5	218
22	61
0	0
0	46
0	0
0	0
5	25
11	0
8695	7308
4	351
3	276
20	533
18	243
1	271
1	279
4	212
0	78
0	85
0	74
0	108
4	6
259	7164
1	4191
0	1059
1	0
0	0
0	0
2	0
0	1
0	1
0	0
266	15
87	0
47	0
4866	780
189	788
16	172
68	0
48	1164
0	8452
60	8306
0	8459
48	8128
46	184
111	89
28	148
9	402
83	33
0	998
1	3
0	3
65	87
0	21
0	1
0	1
0	0
2	8797
47	1786
94	13324
52	12788
9	8157
19	4920
9	12449
1	10112
6	4074
20	6772
7	0
67	5
56	77
36	24
0	86
2409	1342
145	1208
11	712
22	413
41	11
1	16
0	0
1	0
0	0
0	0
6	1
0	0
11	1566
0	1566
1	1184
1	257
3	0
19	16306
92	15792
3	646
1	4250
17	6971
69	6696
0	541
13	393
7	916
13	95
3	69
12	52
4	360
18	837
5	53
2	62
2	15
0	47
8	2
1	2
2	0
5	0
1	3
1	5
1	0
2	0
7	1
0	0
408	54576
329	46547
3	11137
26	4749
196	4647
202	1235
3	0
20	24
0	0
0	0
0	13
0	0
1	0
1	0
0	1
27	45
0	1
0	0
0	1
3	6
0	0
831	396
0	34
141	182
0	180
0	180
2	198
0	181
0	144
0	113
0	64
0	0
172	119
1	0
1	0
325	28
4	1
2	1
0	0
0	4
3	8
2	5
23	0
1680	1857
7	1724
0	1026
691	412
0	293
3	412
0	351
88	0
104	86
1	86
0	64
0	0
0	0
1143	477
7	2
1050	153
6	439
3	377
2	9
2	23
0	1462
0	1502
23	1515
3	2
0	708
0	749
6	3
8	45
1	0
0	0
21	2
489	83319
257	40287
147	75256
1116	83318
10	2147
5	0
22	91
0	4
4076	1443
22	1304
1	777
4	606
2	149
8	258
701	1203
0	1162
42	825
5	151
17	6
19	180
215	515
0	379
30	52
5	24
6	0
8	0
0	0
0	63
14	261
77	249
368	5803
15	544
1696	5402
3	54
7	676
0	645
22	507
56	313
41	1210
0	155
0	0
4	0
2	0
342	5877
0	27015
3139	50353
17	5772
0	43295
28	42798
8	42626
36	3
4	290
3	1824
11	1823
38	10185
6	788
3	1
0	26
0	35
9	56
137	40
238	89
29	80
86	415
0	404
0	234
1	1500
7	6
9	571
1378	4408
0	1396
4	969
4	1426
21	240
10	1791
1	387
0	0
11	170
5	61
6	113
4	303
0	64
23	173
0	14
71	227
2	135
3	98
117	124
2868	923
3	283
145	681
0	105
13	26
1279	457
13	457
0	2
3	0
40	78
0	6
1	4
0	78
0	2
4	51
1	26
0	1
0	0
37	32
0	0
18	73
4	103
0	116
0	1
3	92
2	0
1	1657
647	13045
0	8331
0	2766
0	3109
7	4354
6	1137
6	1874
8	2235
2	1886
0	6551
0	4076
1	1132
2	2907
0	2768
0	1868
0	3123
18	425
0	1431
0	1202
0	1200
0	912
0	419
2	75
0	1118
3	2250
0	1588
2	449
11	223
2	1034
4	696
2	3608
0	486
0	284
9	280
1	720
870	0
0	0
3	24
1	0
207	733
0	728
5	317
1052	1559
2	79
11	349
8	1207
1	407
3	4075
139	4398
511	1978
11	160
5	637
0	635
5	130
3	202
113	47
62	216
4	346
46	228
4	13
6	8
49	4761
3233	5222
14	911
16	857
20	608
136	463
7	83
0	8
0	8
0	1
165	57
0	57
0	0
1	0
824	196
3	148
19	69
179	48
2	0
3	0
0	0
3	0
406	191
4	191
52	10
459	54
177	8756
239	8745
51	2193
14	810
10	1
15	0
19	11284
0	2024
3	13128
100	2911
0	12934
1	2930
0	11377
13	2000
25	1392
197	407
6	147
5	316
15	1619
0	1619
0	1196
0	1125
0	1235
1	691
18	800
52	716
21	227
449	177
8	338
1	164
0	161
32	5
1	187
3	421
1	294
0	489
0	117
0	276
0	113
0	178
0	98
15	82
0	39
0	100
0	37
3	17
0	13
0	250
0	71
0	98
4	3899
0	3486
1	3826
4	2951
0	1211
1	1053
1	1213
0	933
0	974
31	650
0	260
0	243
2	423
0	339
18	155
0	101
0	265
0	39
72	0
1	9031
0	9236
13	246
7	3319
8	760
1	748
9	956
67	264
35	98
46	38
0	1
0	0
7	100
0	74
31	51
0	0
24	0
4	5
3	1
2	1
659	1776
0	1776
86	1299
1	975
5	393
0	498
9	585
1301	3147
14	291
7	560
2	195
44	1778
26	15990
9	143
59	16363
0	142
11	522
51	386
0	0
2	384
193	707
13	662
0	530
21	74
20	220
12	175
7	0
0	0
1	0
0	13
0	12
0	5
0	9
0	9
0	0
0	0
0	0
0	59
0	1245
1	1215
0	37
0	0
0	0
0	0
7	12315
0	12291
1	13
4	48
69	9232
26	2951
22	919
7	261
1	7225
6	23
1	203
1	210
2	4727
3	74
0	3
2	0
903	344
5	47
8	321
8	24
0	0
0	0
9	0
0	0
0	0
0	0
0	0
31	39
3	0
2	3
0	0
0	0
0	0
0	0
0	0
0	0
1	16
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
0	0
0	5
0	0
0	0
0	0
0	0
0	4
0	0
0	0
0	0
2	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
340	1
6	1
0	0
1	1298
0	1298
0	1316
0	1289
1	24
0	321
2	226
0	606
1	490
1	219
0	387
0	221
0	0
2	0
0	0
3	60
26	4319
0	6119
236	9713
3	261
0	81
0	39
3	6002
1	5867
7	23
0	530
19	160
3	424
8	29
1	144
28	6478
571	3206
0	6352
0	1792
35	8697
0	951
2	8718
2	1720
1	0
1	0
1	0
4	0
1014	4201
23	2658
36	689
12	675
0	147
1	640
2	598
0	672
3	1
1	1
2	0
12	0
1	124
0	5
0	90
0	0
0	16
0	14
0	5
0	6
1	0
4	18
0	8
2	72
18	67
0	62
0	93
0	1
0	6
0	82
3	39
0	12
0	0
0	1
6	19
4	0
61	109
4953	822
12	822
1	3
25	78
0	3
0	3
22	11
1	23
21	14
0	30
3	42
12	19
1	5
229	1237
0	1323
7	960
15	1196
3	258
0	738
1	507
0	493
0	301
2	183
11	90
18	633
0	2759
0	2844
0	2810
14	682
12	429
1	79
2	42
13	139
0	289
0	0
9	1
196	60
43	44
6	16
0	0
0	0
2675	938
6	115
3	17
0	495
4	47
15	0
0	552
3	0
559	15391
288	15391
11	1483
33	3748
26	9
18	9
29	76
480	101
22	42
6	7
0	8
0	0
0	0
1	13
0	15
0	3
1	8
0	380
0	6
0	12
1	378
0	7
0	6
1	11
2	92
0	159
1	17
1	32
0	30
98	1155
5	11
520	42
11784	1300
1	322
0	513
0	359
41	693
3	0
5	363
0	417
0	1918
7	1530
0	1754
0	426
29	13
1	158
1	62
11	82
2	60
3	287
0	206
4	37
1	497
8	324
5	0
0	0
0	0
0	0
433	148
0	99
0	518
12	538
8	548
5	532
0	71
2	111
4	64
69	536
5	15
31	495
1	4
0	342
0	526
0	128
169	36
2	200
28	415
19	325
0	26
1955	510
12	510
348	112
3	24
0	42
1	45
1	0
4	0
0	4
1	87
27	83
0	25
0	7
0	2
0	5
20	1
21	2
32	2
385	15
16	15
11	31
2203	1028
23	753
3	753
39	317
0	15
42	4026
22	585
67	3992
0	223
5	71
0	293
0	578
33	3985
0	361
0	10
0	8
15	808
4	20
0	21
18	24
0	11
30	1832
1	227
0	564
111	1
41	1664
1	145
17	83
0	1331
5	476
167	1783
9	248
49	77
531	354
1062	720
18	240
2	296
250	28
16	66
22	41
0	232
207	19
4	40
19	17
29	8
3	0
28	1
1	10
1516	3031
0	2358
34	1922
76	29
15	900
237	707
1188	210
3	0
26	2146
6	2403
250	2469
207	2585
150	852
204	709
88	382
0	56
109	61
0	43
0	232
0	2
18	19
2	553
16	9
3	1
0	1
0	0
0	2
1	43
37	169
736	670
2	550
0	401
0	132
0	30
421	85
2	67
18	49
146	58
3	120
1	70
36	55
2	2
0	1
0	232
27	182
1	184
3	106
22	6
2	1
0	0
33	5
0	2
0	0
115	60
0	12
0	2
30	48
0	9
0	0
35	83
9	76
18	76
34	6
0	232
9	0
0	4
1	4
0	9
0	5
0	4
0	3
2	13
6	10773
99	9177
0	10738
19	5638
0	4282
39	968
167	2018
0	615
0	2701
32	168
1	614
49	1751
3	757
0	704
9	387
411	4285
18	898
5	883
1	2015
0	2361
14	1744
2	1737
7	368
4759	10313
0	7028
199	7306
11	2944
0	0
0	0
0	0
1	26
0	0
1	26
1	0
0	0
5	32
44	30
1	2
0	28
1	15
1	0
0	144
2103	2427
0	568
0	1715
207	7264
189	6773
9	37
52	6343
12	6211
37	4573
36	365
140	359
323	1519
0	0
0	10
0	10
12	0
13	0
695	4698
4	2727
40	3473
124	226
79	0
4	0
2	0
53	2
0	0
0	0
0	5
333	5
0	5
0	0
5	2153
16	1889
15	3649
0	4050
1	1794
3	147
4	227
0	0
3	0
3981	1073
0	323
57	799
82	845
3053	15476
126	2509
95	8060
179	1801
1	1342
2	226
2	1367
30	185
3	484
33	123
97	1146
20	2559
100	4910
1	172
3	53
20	2952
3	1
77	36
798	6161
50	3091
14	5998
2	4809
26	942
12	264
1	168
3	903
6	194
134	316
22	220
0	169
14	124
2093	279
84	42
10	166
138	39
1	51
0	46
14	51
119	4
200	0
423	1469
0	1344
6	691
13	234
20	391
9	0
0	743
2	739
0	506
1	579
6	473
188	58
28	9643
24	11388
546	10533
44	7832
0	6223
0	2528
0	1493
3	1845
14	1919
2	16
0	0
2	0
13	3304
21	173
392	4346
7	17
3	101
15	1798
0	1779
53	1252
6	15
0	1655
8	6263
0	2423
1	2071
0	1578
24	10
0	1617
3	2068
0	1784
0	8568
0	1444
0	8573
19	8577
0	1619
0	8571
0	1028
0	8588
0	2062
0	8583
45	0
5	156
1	104
1	105
0	3
0	36
4	25
1	5
0	6
0	0
0	0
2829	95
5	46
50	0
0	0
7	0
0	12
0	12
0	10
0	12
0	12
0	9
2	3
6	179
3	177
0	19
0	21
0	110
0	0
22	217
0	88
12	48
0	4
0	0
0	0
0	60
25	65
22	21
0	3
0	0
62	0
1007	0
0	0
0	0
1	0
0	20
0	19
4	20
28	73
0	0
0	1
0	9
0	9
0	0
61	51
3	29
2	32
1	27
1	12
0	0
0	0
0	0
0	0
28665	7980
215	7974
2244	0
5	0
1109	0
49	118
3	118
4674	20138
108	18441
4	17411
0	1
318	13735
0	5363
0	5356
0	5363
28	227
7	321
23	164
0	53
15	1094
1	1057
1	1261
0	1316
0	1269
0	502
1	402
7	36
0	0
2	2852
5	2635
0	449
11	33
0	134
12	118
40	22
1	0
38	13487
694	12426
2	2282
58	809
17	1777
10	2975
104	2461
14	755
327	830
7	830
8	159
0	39
8	252
13	6
6	10649
0	12102
111	12408
49	10963
0	10322
4	859
7	796
1	0
68	2261
0	1038
48	534
19	294
8	5
32	13
0	0
4	0
0	0
0	0
9	1
1230	3004
8	2986
23	319
0	1974
0	1683
4	1866
11	1148
5	217
1	288
1	237
0	137
1	75
0	70
5	0
9	0
1	2
0	1
0	0
0	5
32	10
2	187
2	0
1	351
21	21
28	929
212	32
21	67
1	784
10	129
0	838
12	397
0	13
0	370
3	173
0	52
1	2
36	1577
0	196
1	1384
0	1355
0	1251
0	278
2	809
4	0
0	18783
2	19161
8	19141
0	18201
0	19835
1105	19159
349	18734
3	13903
36	3393
0	1724
2	481
20	118
41	90
3	4236
8	4896
412	2495
30	327
36	3720
81	572
6	47
60	276
0	311
1	250
340	1510
17	284
2	242
0	280
2	77
0	0
9	244
0	15
3	57
24	405
535	718
0	9
7	97
7	134
0	3
0	37
0	13
0	8
0	5
2	7
0	35
1	20
0	25
1	20
0	0
0	0
0	0
44	30
0	0
0	0
0	11
0	0
0	0
0	0
0	0
0	11
0	0
1	8
2	9
6	488
0	408
0	523
3	522
0	181
0	130
0	247
61	478
10	7
16	471
69	177
60	168
0	33
0	9802
121	9821
2353	3944
38	2743
1	2574
9	25
3	0
20	0
105	10
2	2
1	2
0	0
2	13
12	29
0	3159
3	3066
0	320
0	3191
7	0
23	50
65	50
0	0
190	1942
1	1025
7	1942
83	2952
2	2954
20	2582
1	791
55	3695
20	1863
0	3695
0	214
0	625
446	745
6	735
19	579
2	139
0	5
0	0
0	0
0	0
0	0
0	0
0	4
1	5
1	3
253	4167
228	4167
5	125
6	587
39	1483
482	1083
2	91
0	0
2	0
11	7950
13	7950
9	2063
5	541
12	115
2	0
1	0
3	0
176	61
0	5
654	23
0	17
16	18
21	42
1	1070
1273	8574
0	8618
5	4956
24	8889
0	8908
4	5762
0	5144
0	2040
15	1103
0	2130
0	168
397	2157
26	2157
2	95
11	250
452	244
0	50
0	153
4	87
0	0
69	31
203	79
27	20
1	59
0	46
0	46
1	1
0	0
0	1436
0	1973
0	1049
1	363
9	1182
3	1096
19	257
0	145
10	39
9	202
2	106
32	19
24	39
0	0
0	0
109	976
15	619
89	366
42	56
3	4
0	3
0	0
536	16555
8	860
7	16428
90	7370
18	13696
11	3462
0	3462
0	1704
7	65
50	613
30	3
563	9565
59	514
14	9201
409	1589
0	386
6	491
8	750
1	870
11	718
12	446
14	235
10	1123
0	594
5	982
4	1026
2	979
1	285
7	930
20	66
1	509
1	559
3	232
0	323
1	327
0	299
11	44
35	97
0	146
4	38
9	1094
70	978
13	1030
0	788
29	276
10	105
33	222
10	20
3	17
817	1
44	99
1	6
2	0
0	0
0	6
2	237
4092	1481
20	1457
0	69
724	1694
3	1615
2	1600
3	841
8	367
36	898
1	609
1208	1240
0	1276
484	994
0	580
38	428
0	222
11	63
13	218
5	41
0	0
13	1
0	41
3	45
0	16
125	32
0	6
52	0
400	204
13	154
0	158
0	77
8	43
59	22
5	0
6	123
0	87
0	8
3	115
0	15
0	70
0	80
1	8
1	12
3	2234
5	2320
52	2227
152	2391
28	291
0	222
1	129
3	24
0	24
13	24
2	11
0	0
8	5444
16354	5173
16	845
25	2453
7	4142
21	646
104	410
0	1900
6	2126
11	1838
1	1899
3001	3152
1	427
0	2124
0	304
0	284
0	106
0	184
0	994
1	173
0	173
0	0
0	0
1	0
0	312
27	265
8	8541
20	647
0	777
3	327
992	1144
0	6860
7	581
0	6149
1	7659
7	4346
0	684
0	482
28	539
43	985
0	1414
56	430
7	409
9	34
7	301
21	392
6	0
6784	8038
1	895
0	8038
2	158
0	0
0	126
0	126
0	36
0	7
0	0
0	0
0	0
1	0
0	0
2	8
0	8
0	0
12	62
564	1180
1	1103
5	78
36	44
164	97
23	0
26	3073
0	1412
25	5088
0	1886
0	1466
18	3773
209	3490
0	3256
1	521
0	581
3	320
0	2590
0	743
28	255
0	211
1	216
59	35
80	30
29	32
4	35
209	87
110	29
12	0
38	33
10	31
0	248
0	253
0	41
7	28
0	49
0	43
0	50
0	45
0	56
23	85
29	54
2648	2852
16	1428
1	1712
44	1938
22	1067
0	20
1	109
0	37
5	107
0	22
0	43
1	74
0	70
1	71
0	18
1	12
2	86
7	2971
686	3176
2	225
62	5072
31	34
440	4970
26	138
43	376
20	995
9	1177
121	0
4	4340
2	5132
8	4035
131	463
14	3829
113	211
14	1472
93	1714
44	8
0	6716
76	6974
0	7087
0	5209
29	998
10	227
0	146
1	44
8	42
53	66
0	1349
0	5835
10	671
2	830
6	5259
0	1124
1	1989
223	177
1	1894
3	1509
5	1422
2	3244
17	5300
0	158
0	772
2	5678
1	1497
0	1500
34	1102
29	5676
546	5143
4	746
130	4589
0	158
0	332
0	7
70	97
1	182
733	198
1	0
205	87
17	17027
3	45930
13	43296
466	36777
11	40400
18	33437
8	10673
93	7056
7	0
6	0
0	0
175	434
1	431
5	37
3	34
0	13
1	47
1	62
1	0
0	0
2	0
6	237
1713	508
28	143
75	243
158	77
0	5
0	0
0	0
4	1
2	3
0	1448
0	165
11	1437
20	790
117	379
0	0
0	0
9	29
0	20
0	143
11	26
0	21
119	212
1	212
5	479
0	97
0	53
4	36
6	459
3	135
1	456
7	459
1	20
3	56
0	42
0	63
25	13
17	36
0	2
0	2
0	2
1	6
0	1
4	2
113	47
26	22
56	1843
0	1716
0	1972
0	1028
3	22
0	1550
8	1262
15	17
43	134
9	0
1770	3621
75	3304
77	1385
0	1511
12	1173
0	1507
0	1335
10	1349
0	1340
0	1339
0	1343
4	1211
0	405
0	293
1	243
13	197
0	159
1	74
62	6
0	0
0	6
0	5
0	5
1	3
0	3
0	1
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	1
0	1
0	1
0	1
0	1
0	1
0	0
0	0
3	12
16	60
0	35
3	3967
10	617
0	20
5	290
18	1053
0	1501
0	924
22	596
83	166
48	3786
0	451
0	319
1	366
0	195
1	258
3	228
0	404
0	549
0	376
83	187
31	281
0	392
0	485
0	2904
15	341
3	11
31	0
46	39
0	1358
3	2555
15	766
29	3120
0	7244
11	2878
197	7334
71	3608
132	1188
0	0
1	15
0	61
0	2475
0	132
0	2336
3	1861
1	172
7	2432
5	172
4	1193
8	2295
8	81
0	1719
30	14
6	142
5	46
5	5
1	162
4	86
0	363
1	0
19	1
1	0
0	0
0	0
0	0
0	0
12	1
0	7796
1	502
5	9141
0	6301
4	137
3	6932
0	3018
0	9110
4	599
18	44
4	310
68	130
1	734
5	4143
5	687
15	3721
81	3590
7	57
4	323
9	893
2	115
26	893
4	180
14	2
1198	1280
0	733
0	350
86	851
58	36
384	24
0	24
1992	983
3	599
9	467
0	332
3	1
4	153
979	248
7	102
0	1914
7189	2192
10	1907
39	266
4	0
9	106
0	106
0	10
1	0
1	0
2339	442
63	442
89	0
49	3193
515	4615
5	630
8	916
20	1428
0	250
0	1
0	7
2	232
0	1
2	2
14	9665
21	9139
10	6656
224	8425
0	698
1	0
50	4
0	3998
0	4002
1	3721
0	3998
1	267
0	1027
1	933
0	1914
0	1003
100	3349
88	3003
8	5
36	17
2	373
0	436
0	493
45	572
7	24
113	484
227	399
0	64
0	146
3	197
104	187
11	159
0	1164
27	1884
17	1903
6	396
1	1683
7	56
27	19
1	51
0	51
3	15
1	0
10	5
0	5
1	3
0	0
394	0
6437	945
1	903
1	8
20	0
33	3699
347	3697
10	25
12	39
0	38
0	465
0	463
1	458
2	365
0	143
16	39
0	37
1	33
7	0
447	1696
13	1698
64	1692
42	1
2	3
2	3
0	25
0	3
0	24
